selfies,smiles
[C][N][Branch1][C][C][C][=N][N][Branch1][C][C][C][=Ring1][#Branch1][C][=C][C][=C][Branch1][#C][C][Branch1][O][N][C][C][=C][C][=C][N][=C][Ring1][=Branch1][C][=O][C][Ring2][Ring1][Branch1][=O],CN(C)C1=NN(C)CC=CC=C(C(NCC2=CC=CN=C2)C)OC1=O
[C][Branch2][Ring1][=Branch1][C][N][C][=Branch1][C][=O][C@@H1][N][Branch1][C][C][N][=C][Ring1][=Branch1][N+1][Branch1][C][O-1][=O][C][=C][C][=C][C][=C][Ring2][Ring1][C],C1(CNC(=O)[C@@H1]N(C)N=C[N+1]([O-1])=O)=CC=CC=C1
[C][C][=C][C][Branch2][Ring2][#Branch1][C][C][C][C][C][N][Branch2][Ring1][Branch1][C][=Branch1][C][=O][C][N][C][Branch1][C][C][=C][Branch1][C][C][N][=Ring1][=Branch2][C][C][Ring2][Ring1][C][=O][=C][C][=C][Ring2][Ring1][Branch2],CC=CCCCCCC=NC(=O)CNC(C)=C(C)N
[C][Branch2][Ring1][#Branch2][N][C][=Branch1][C][=O][C@@H1][N][N][=C][Branch1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][Ring1][N][=O][C@@H1][Branch1][=Branch2][C][=C][C][=N][C][=C][Ring1][=Branch1][C][Ring1][P][=C][C][=C][C][=C][Ring2][Ring1][#C],C1(NC(=O)[C@@H1]2NN=C(C3=CC=CC=C3O)C2=O)(C4=CC=NC=C4)C=CC=CC=C1
[O][=C][Branch1][N][C][N][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][N][Branch1][S][C][=Branch1][C][=O][N][C][C][NH1+1][C][C][C][C][C][Ring1][=Branch1][C][Ring2][Ring1][#Branch2],O=C(CNCCC1=CC=CC=C1)C=CN(C(=O)NCC[NH1+1]2CCCCC2)C
[N][=C][Branch2][Ring1][Branch2][N][/N][=C][/C][=C][Branch1][C][O][N][=C][Ring1][=Branch1][N][Branch1][C][C][C][=N][C][=N][Ring1][=Branch1][C][=C][C][=N][Ring2][Ring1][Ring1],N1=C(N/N=C2/C=C(O)N=C2N(C)C=NC=N)CC=N1
[C][Branch1][#C][C][Branch1][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][=N][N][=Ring1][#C][N][C][Branch1][S][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=O],C(C(C1=CC=CC=C1Cl)N)NCNCC2=CC=CC=C2C=O
[C][O][C@@H1][Branch2][Ring2][Ring2][C][N][C][=Branch1][C][=O][C][C@H1][Branch1][P][C][=Branch1][C][=O][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring1][S][C][Ring2][Ring1][Ring2][=O][C][C][C][Ring2][Ring1][#Branch2],C12O[C@@H1](CNC(=O)C[C@H1]1C(=O)NCC3=CC=CC=C3CC)C2
[N][Branch2][Ring1][=Branch2][C][C][=N][N][Branch1][=Branch2][C][C][O][C][C][C][Ring1][=Branch1][C][=Branch1][C][=O][C][=Ring1][O][C][C][=C][C][=C][C][=C][Ring2][Ring1][=Branch1],N1(CC=NN(C2COCCC2)C(=O)CCC=C)C=CC=C1
[C][Branch1][C][N][O][C][N][=C][S][C][=Ring1][Branch1][C@@H1][Branch1][C][O][C@H1][Branch1][Ring1][O][C][C][=Branch1][C][=O][N][Ring1][=Branch2][C],C(N)OC=1N=CSC=1[C@@H1](O)[C@H1](OC)C(=O)NC
[O][=C][Branch2][Ring1][O][N][C][C][N][Branch1][=Branch2],O=CNCCN
[O][C@H1][Branch1][#C][S][C][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=N][C][=C][C][=C][Ring1][=Branch1][O][Ring1][P],O[C@H1](SC1C(=O)NC2=CC=CC=C2)C3=NC=CC=C3O1
[C][C][=N][N][Branch1][Ring1][C][C][N][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][C][C][=N][N][Branch1][C][C][C][=Ring1][=Branch1][C][Branch1][=Branch1][C][Branch1][C][O-1][=O][=N][N][Branch1][Ring1][C][C][C][=Ring1][N],CC1=NN(CC)N=C1C(=O)NC=2C=NN(C)C=2C(C([O-1])=O)=NN(CC)C
[N][C][N][Branch1][P][C][Branch1][=N][C][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][=O][C][C@H1][Ring1][P][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],N1CN(CCC(=O)C2=CC=CC=C2)OC[C@H1]1C3=CC=C(Cl)C=C3
[N][=C][N][=C][C][=C][Ring1][=Branch1][C][C][N][Branch2][Ring1][Ring2][C][C][=C][N][Branch1][C][C][N][=C][Ring1][=Branch1][N][=Ring1][=Branch2][C][Ring2][Ring1][Ring1],N1=CN=CC=C1CCN2CC3=CN(C)N=C3N2
[C][=C][C][=C][Branch2][Ring1][#C][C][Branch2][Ring1][#Branch2][N][N][C][=N][C][Branch1][S][C][N][N][=C][Branch1][C][C][C][=Ring1][=Branch1][C][C][C][C][C][Ring1][P][=O][C][=C][Ring2][Ring1][#Branch1],C1=C2C=C(C(NNC=NC1(C=3NN=C(C)C=3CCCCC)O)C)C2
[C][=C][C][Branch2][Ring1][#Branch2][C][N][C][=Branch1][C][=O][N][C][C][N][Branch1][=N][C@H1][Branch1][Ring1][C@@H1][C][C][=Branch1][C][=O][N][Ring1][#Branch1][C][Ring1][=C][=C][C][=C][Ring2][Ring1][Branch1],C12=CC1(CNC(=O)NCCN([C@H1]([C@@H1]C)C(=O)N)C)CC=C2
[C][O][C][C][N][Ring1][Branch1][C][Branch1][N][C@H1][C][N][Branch1][C][C][N][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][C][C][Ring1][S],C1OCCN1C([C@H1]2CN(C)N=C2C)(O)CCC
[C][Branch1][C][C][Branch1][Branch2][C][=C][C][=C][S][Ring1][Branch1][=Branch1][C][=O][Branch2][Ring1][Branch1][N][C][Branch1][P][N][C][C][C][Branch1][=Branch1][C][=Branch1][C][=O][N][C][C][Ring1][=Branch2][=O][=C][C][=C][Ring2][Ring1][Ring2],C(C)(C1=CC=CS1)O
[N][N][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring1][Branch2][C][=C][Branch2][Ring1][Ring2][N][C][=Branch1][C][=O][C@H1][Branch1][Branch2][C][=C][N][=C][S][Ring1][Branch1][N][C][Ring1][O][=O][C][=C][Ring2][Ring1][Branch2],N12N=CC([N+1](=O)[O-1])=C1C=C(N3C(=O)[C@H1](C4=CN=CS4)NC3)OC=C2
[N][=C][C][=C][C][=C][N][=C][Ring1][=Branch1][C][N][Branch2][Ring1][Ring2][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=O][C][Ring1][P],N=CC1=CC=CN=C1CN2C(=O)C3=CC=CC=C3C2=O
[C][=C][N][Ring1][Ring2][C][=Branch1][C][=O][N][C@H1][Branch1][=Branch1][C][Branch1][C][F][F][C][Ring1][=Branch2][C][Branch1][C][C][=N][N][Branch1][C][C][C][=Ring1][#Branch1],C1=CN1C(=O)N[C@H1](C(F)F)C=2C(C)=NN(C)C=2
[O][=C][Branch1][=Branch1][N][Branch1][C][C][C][C][=C][C][=N][C][=C][Ring1][=Branch1][N][C][C][N][Branch1][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][C][Ring1][=N],O=C(N(C)C)C1=CC=NC=C1N2CCN(C3=CC=C(Cl)C=C3)CC2
[C][=Branch1][C][=O][Branch1][Branch2][N][C][C][C][C][Ring1][Branch1][C][C][C][Branch2][Ring1][Ring2][N][C][C][C][Branch1][O][C][C][=N][N][Branch1][C][C][C][=Ring1][=Branch1][=O][C][C][Ring1][=N][=O],C(=O)(N1CCCC1)CCC(NCCC(C=2C=NN(C)C=2)=O)O
[C][C][N][C][=N][C][Branch1][=N][S][Branch1][=Branch2][C][=C][C][=C][N][=C][Ring1][=Branch1][=O][=C][C][=Branch1][C][=O][N][Branch1][C][C][C][=Branch1][C][=O][C][Ring2][Ring1][Branch1][=Ring1][#C],CC1NC=NC(S(C2=CC=CN=C2)=O)=CC(=O)N(C)C(=O)C1
[C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][=N][N][Branch1][Ring1][C][C][C][=Ring1][#Branch2][C][=C][Branch1][#Branch1][O][C][Branch1][C][O-1][=O][C][=C][C][=C][Ring1][#Branch2],C1(C(=O)[O-1])=NN(CC)C1C2=C(OC([O-1])=O)C=CC=C2
[N][=C][N][Branch2][Ring1][=Branch1],N=CN
[C][Branch1][N][N][C][=N][N][Branch1][C][C][C][=Ring1][=Branch1][C][=C][C][=C][Branch2][Ring1][Ring2][N][C][=Branch1][C][=O][C][C][Branch1][C][C][=N][N][Branch1][C][C][C][Ring1][#Branch1][=C][Ring1][=N][C][=C][Ring2][Ring1][=Branch2],C1(N2C=NN(C)C2C)=CC=C1NC(=O)C3C(C)=NN(C)C3=C
[O][Branch2][Ring1][Branch2][C][C][=Branch1][C][=O][N][C][C][C][Branch1][=Branch1][C][=N][N][=Ring1][Branch1][C][C][Ring1][=Branch2][C][C][N][N][=C][Branch1][C][C][O][N][=C][Ring1][=Branch1][C],O(CC(=O)N1CC=2C(C=NN=2)CC1CCN)N=C(C)ON=CC
[C][=C][C][=C][C][Branch2][Ring2][=Branch2][C][Branch2][Ring2][#Branch1][C][=C][C][=C][Branch2][Ring1][#Branch2][C][N][C][Branch2][Ring1][Branch1],C=CC=CCCC=CC=CCNC
[C][C][N][C][=Branch1][C][=O][C][=C][Branch1][Branch2][N][=C][Branch1][Ring2][C][=Ring1][Branch1][C][N][Branch1][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][Ring1][=N][=O],CCNC(=O)C1=C(N=CC1)CN(C2=CC=C(F)C=C2)C=O
[C][Branch1][Ring1][O][C][=N][N][Branch2][Ring1][=Branch1][C][C][N][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][Ring1][#Branch2][C][=C][Ring1][S][C],C1(OC)=NNCCN(C(F)(F)F)CC=C1C
[C][Branch1][C][N][Branch1][C][C][C][C][Branch1][C][C][=N][C][Branch1][C][F][=C][Ring1][Branch2][C][=C][Branch1][#C][N][C][C][=C][N][Branch1][C][C][N][=Ring1][=Branch1][NH1][N][=Ring1][#C],C(N)(C1)CC(C)=NC(F)=C1C=C(NC=2C=CN(C)N=2)C
[C][Branch1][=Branch2][N][C][N][=C][N][=Ring1][Branch1][=C][Branch1][C][C][N][=C][Ring1][#Branch2][C][C][N][C][=Branch1][C][=O][C][N][C][Branch1][C][C][=C][C][=C][Ring1][#Branch1][C][Ring1][#C],C1(N2CN=CN2)(C)N=C1CCNC(=O)C3NC(C)=CC=C3C
[C][=C][N][=C][N][=C][Ring1][=Branch1][S][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][Ring1][P][N][C][C][O][C][=Branch1][C][=O][N][Branch1][C][C][C][=Branch1][C][=O][N][Ring1][#Branch2][C],C12=CN=CN=C1SC3=CC=CC=C3C(=O)C=C2NC4COC(=O)N(C)C(=O)N4C
[C][C][=C][Branch2][Ring1][Branch1][N][C][=Branch1][C][=O][C][=C][C][Branch1][Ring1][C][#N][=C][C][=C][Ring1][Branch2][C][=C][Ring2][Ring1][Ring1][N][C][=Branch1][C][=O][C][C][C][Ring1][Branch1],C1C=C(NC(=O)C2=CC(C#N)=CC=C2C=C1)NC(=O)CCC
[C][Branch2][Ring1][O][N][C][Branch2][Ring1][Branch2][C][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][=C][C][Branch1][C][C][=N][C][=N][N][Ring1][Branch1][Ring1][O][=C][C][=C][C][=C][Ring2][Ring1][#Branch1],C(N1CCNC(=O)CNC(=O)C=CC(C2)=NC=NN2)=CC=CC=C1
[C][N][Branch2][Ring1][Ring2][C][C][N][N][=C][Branch1][#Branch1][C][=Branch1][C][=O][O][C][C][=C][Ring1][#Branch2][C][=C][C][Branch2][Ring1][Ring1][C][=C][C][=C][Branch1][Branch2][N][Branch1][C][C][O][N][=Ring1][=Branch1][C][=C][Ring1][N][=N][Ring2][Ring1][O],C1N(CC2NN=C(C(=O)OC)C=C2C=C3)C(C=CC4=C(N(C)ON4)C=C3)=N1
[C][C][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][C][C][Branch2][Ring1][O][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][Ring1][Ring2][N][C][C][Branch1][C][O-1][=O][C][C][Ring1][#Branch2][=N][N][=Ring2][Ring1][Ring2],CC[C@@H1](C(=O)[O-1])CCCNC(=O)[C@H1](CCNC)C([O-1])=O
[O][=N+1][Branch1][C][O-1][C][=N][N][Branch1][C][C][C][=Ring1][=Branch1][C][=Branch1][C][=O][N][Branch1][C][C][C][Branch1][C][C][=C][Ring1][=Branch2],O=[N+1]([O-1])C=NN(C1)CC(=O)N(C)C(C)=C1
[N][Branch1][#C][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C@@H1][Branch1][=N][S][C][C][=Branch1][C][=O][N][C][C][O][C][C][Ring1][=Branch1][C][Ring2][Ring1][=Branch1],N(C(=O)C1=CC=CC=C1C[C@@H1])SCC(=O)NCCOCC
[C][Branch1][C][C][=C][C][=C][C][Branch2][Ring1][P][C][N][Branch2][Ring1][Branch1][C][=Branch1][C][=O][C][=C][Branch1][=Branch1][C][Branch1][C][N][=O][C][Branch1][C][Br][=C][Ring1][#Branch2][C][C][=Branch1][C][=O][N][Ring2][Ring1][C][C][=C][Ring2][Ring1][=Branch2],C1(C)=CC=C2C(CN(C(=O)C=C(C(N)=O)C(Br)=C)CC(=O)N2)C=C1
,
[C][=C][C][=C][Branch1][Ring1][C][#N][C][=C][Ring1][Branch2][C][C][=Branch1][C][=O][N][C][=C][Branch1][#Branch1][N][=C][C][=C][Ring1][=Branch1][N][=C][Ring1][O],C1=CC=C(C#N)C=C1CC(=O)NC2=C(N=CC=C2)N=C
[C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][Branch1][C][C][C][=Branch1][C][=O][C][Branch2][Ring1][C][N][C][Branch1][=Branch2][C][C][C][O][C][C][Ring1][=Branch1][=O][=C][Ring2][Ring1][Branch1][N][C][=C][O][Ring2][Ring1][Branch1][C],C1=CC(=C12)C(=O)N(C)C(=O)C(NC(C3CCOCC3)=O)NC=CO2
[N][Branch2][Ring2][Branch2][C][Branch2][Ring1][#Branch2][C][=N][C][=C][C][N][Branch1][=C][C][=C][Branch1][C][C][C][=C][C][=C][Ring1][#Branch1][NH1][Ring1][#Branch2][=O][C][C][C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][C][Ring2][Ring1][Branch2][=O],N(C(C=NC=CC1N(C2=C(C)C=CC=C2[NH1]1)OCC3)C(C=CC=C3)C)O
[C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][C][N][Branch2][Ring2][C][C][C][C][Branch2][Ring1][Branch1][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][C][Ring1][S][C][Ring2][Ring1][C][=O],C1(C2=CC=CC=C2)=NC3NCCC1(N(C4=CC=CC=C4)C(=O)CC3C)O
[C][Branch2][Ring2][#Branch1][C][C][=Branch1][C][=O][N][C][C@H1][Branch2][Ring1][Ring2][C][=Branch1][C][=O][N][C][=C][Branch1][=Branch1][C][Branch1][C][O-1][=O][C][=C][C][=C][Ring1][=Branch2][C][Ring1][P][=O][=C][C][=C][Ring2][Ring1][Branch2],CCC(=O)NC[C@H1](C(=O)NC1=C(C([O-1])=O)C=CC=C1)C=O
[N][Branch1][S][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][O][Ring1][#Branch1][C][C][N][Branch1][#C][C][=Branch1][C][=O][C][=N][N][Branch1][Ring1][C][C][N][=C][Ring1][Branch2][C][C][Ring1][N],N(C1=CC2=C(C=C1)OCO2)CCN(C(=O)C=NN(CC)N=C)CC
[C][Branch2][Ring2][Ring1][C][=C][C][=C][Branch2][Ring1][Branch1][C][Branch1][P][N][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][=O][C][=C][Ring2][Ring1][Ring1][=C][C][=C][Ring2][Ring1][=Branch2],C(C=C1C=C(C(NCNC(=O)C2=CC=CC=C2Cl)=O)C=C1CC)#C
[C][Branch1][C][C][Branch1][C][C][C][=C][Branch1][=Branch1],C(C)(C)C=C
[C][Branch1][C][C][=N][N][C][Branch1][C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][Branch1][#C][C][Branch1][O][N][C][C][=C][N][=C][C][=C][Ring1][=Branch1][=O][=N][Ring2][Ring1][Branch1],C(C1)=NNC(C)=C(C(=O)[O-1])C(C(NCC2=CN=CC=C2)=O)=N1
[C][Branch1][C][N][=N][N][Branch1][C][C][C][=Branch1][C][=O][C][Ring1][Branch2][=O][C][C][O][C][=C][Branch1][=Branch1][C][Branch1][C][N][=O][C][Branch1][#Branch2][N][C][C][C][C][C][O][Ring1][Branch1][=O],C1(N)=NN(C)C(=O)C1=O
[C][Branch1][C][C][=C][Branch2][Ring1][S][C][C][N][C][=N][C][Branch1][=N][C][S][C][=N][C][Branch1][C][C][=C][C][=C][Ring1][#Branch1][=N][Ring1][=N][C][Branch1][C][O-1][=C][Ring2][Ring1][Branch2],C(C)=CCCNC1=NC(CSC2=NC(C)=CC=C2)=N1
[N][Branch1][=Branch1][C][Branch1][C][O-1][=O][C][C][C@@H1][Branch2][Ring1][=Branch2][C][N][C][=Branch1][C][=O][C][C][Branch1][C][C][=N][N][Branch1][Ring1][C][C][C][=Ring1][#Branch1][C][C][Ring2][Ring1][Ring1],N(C([O-1])=O)CC[C@@H1]CNC(=O)CC(C)=NN(CC)CCC
[C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=Branch1][C][=O][C][N][Branch1][N][C][=Branch1][C][=O][C][C][C][C][Ring1][=Branch1][C][C][Ring1][=N],C([N+1](=O)[O-1])C(=O)CN(C(=O)CCCCC)C
[C][=C][C][=Branch1][C][=O][N][Branch1][=Branch2][C][Branch1][C],C=CC(=O)NC
[C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][NH1][C][=C][Ring1][Branch1][C][C][=Branch1][C][=O][N][Branch1][O][C][C][=Branch1][C][=O][N][C][N][N][=C][C][=C][Ring1][Branch1][C][C][Ring2][Ring1][O],C1(C2=CC=CC=C23)=N[NH1]C=C3CC(=O)N(CC(=O)NCN4N=C)C=C4CC1
[C][C][N][Branch1][C][C][C][=Branch1][C][=O][N][Branch2][Ring1][O][C][C][N][C][=Branch1][C][=O][C][N][Branch1][=N][C][Branch1][=Branch2][C][=N][C][=N][C][=C][Ring1][=Branch1][=O][C][Ring2][Ring1][=Branch1][=Ring1][=C][C],C1C2N(C)C(=O)N1CCNC(=O)CN(C(C3=NC=NC=C3)=O)C2
[C][=C][C][=C][NH1+1][=C][Branch1][C][C][N][Branch2][Ring1][Branch1][C][Branch1][P][N][C][C][=N][N][Branch1][Ring1][C][C][C][=C][Ring1][#Branch1][=O][C][=Ring2][Ring1][Ring1][C][=C][C][Branch1][Ring1][O][C][=C][C][=C][Ring1][Branch2],C=C1C=C[NH1+1]=C(C)N(CNCC2=NN(CC)C=C2OC1)C3=CC(OC)=CC=C3
[O][C][Branch2][Ring1][Branch2][C][S][C][=N][N][=C][N][Ring1][Branch1][C][=Ring1][=Branch2][C][C][=C][S][C][Branch1][Branch2][N][C][C][C][C][Ring1][Branch1][=N][Ring1][O][=N][Ring2][Ring1][=Branch1],OC(CSC1=NN=CN1CC2C=CSCN3CCCC3)=N2
[N][C][=Branch1][C][=O][C][=N][N][Branch1][#Branch1][C][C][Branch1][C][O-1][=O][C][Branch1][=Branch1][C][C][C][Ring1][Ring1][=N][Ring1][#C],N1C(=O)C=NN(CC([O-1])=O)C(C2CC2)=N1
[C][Branch1][C][C][=N][N][Branch2][Ring1][Branch2][C][C][N][C][=Branch1][C][=O][C][C][N][C][Branch1][Branch2][C][=C][N][=N][O][Ring1][Branch1][=O][C][C][Ring1][=C][C][=Ring2][Ring1][Ring1][C][=C][Ring2][Ring1][=Branch2],C1(C)=NN1CCNC(=O)CCNC(C2=CN=NO2)=O
[O][=C][Branch2][Ring1][#Branch1][C][S][C][N][Branch1][C][C][C][=Branch1][C][=O][C][=Ring1][=Branch1][C][=Ring1][#Branch2][N][C][S][C][Branch1][#Branch2][N][C][=Branch1][C][=O][C][N][C][Ring1][Branch1][=O],O=C(CSC=1N(C)C(=O)C=1CNCSCNC(=O)CNC)O
[C][Branch1][C][C][=N][N][Branch1][C][C][C][=Ring1][#Branch1][O][C][C][=Branch1][C][=O][N][C][=C][C][Branch1][=Branch2][N][C][C][O][C][C][Ring1][=Branch1][=N][N][=Ring1][O],C1(C)=NN(C)C1OCC(=O)NC2=CC(N3CCOCC3)=NN2
[C][=C][C][Branch1][=Branch1][N+1][Branch1][C][O-1][=O][=C][Branch2][Ring1][=Branch1][N][Branch1][C][C][C][=C][Ring1][=Branch2][C][N][Branch1][=Branch2][C][Branch1][C][C][Branch1][C],C=CC([N+1]([O-1])=O)=CN(C)C=CCNCC
[O][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][N][C][C][C][=C][C][N][Branch2][Ring1][#Branch1][C][C][C@@H1][Branch1][=C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=O][C][C][Ring1][#C][N][=Ring2][Ring1][Ring2],O=C(C1=CC=CC=C1)CNCCC=C2CNCC[C@@H1](C(C3=CC=CC=C3)=O)C2N
[C][=C][Branch2][Ring2][Ring2][C@H1][C][N][Branch2][Ring1][=Branch2][C][=Branch1][C][=O][C][C][Branch1][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][=N][N][Branch1][C][C][C][=Ring1][P][C][C][Ring2][Ring1][Branch1][=O][C][=C][C][=C][Ring2][Ring1][O],C#C[C@H1]C=1N(C(=O)CC(C2=CC=C(F)C=C2)=NNC)C=1CC
[N][Branch2][Ring1][Ring2][C][Branch1][=C][C@@H1][C][C][=Branch1][C][=O][N][Branch1][C][C][N][=Ring1][#Branch1][C][=O][C][C][=N][N][=C][Branch1][Branch2][C][=C][C][=C][S][Ring1][Branch1][C][Ring1][O],N(C([C@@H1]1CC(=O)N(C)N1)C=O)C=NN=C(C2=CC=CS2)C
[C][=N][N][Branch1][C][C][C][=C][Ring1][=Branch1][C][C][C][N][Branch1][=C][C][=Branch1][C][=O][C][N][Branch1][C][C][C][=C][C][=C][Ring1][=Branch1][C][C][C][Ring2][Ring1][Branch1],C1=NN(C)C2=C1CCCN2C(=O)CN(C)C=CC=C
[C][C][N][Branch2][Ring1][Ring2][C][Branch1][S][C][C][Branch1][C][C][=N][N][Branch1][C][C][C][=Ring1][#Branch1][=O][C][C@H1][Ring1][P][C][C][=Branch1][C][=O][N][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],C1CN1C(C=2C(C)=NN(C)C=2OC)[C@H1]
[S][C][=C][C][O][C][=C][C][=Ring1][Branch1][C][=N][C][N][Ring1][O][C][=Ring1][=Branch1][O],SC1=CC=2OC=CC=2C=NCN1CO
[C][C][=C][C][=C][Branch2][Ring2][Branch1][C@@H1][C][N][Branch2][Ring1][=Branch2][C][=N][C][Branch1][=Branch2][C][C][C][C][C][C][Ring1][=Branch1][=NH1+1][C][=C][Branch1][C][N][C][=C][C][=C][Ring1][=Branch1][Ring1][O][C][Ring2][Ring1][=Branch1][Branch1][C][O][=O][C][=C][Ring2][Ring1][=N],C1C2=CC=C([C@@H1]CN1C=NC(C3CCCCC3)=[NH1+1]C=C(N)C=CC=C)COOC=C2
[C][Branch1][P][O][C][C][N][Branch1][C][C][N][Branch1][C][C][N][=C][N][=C][C][=Ring1][=Branch1][C@@H1][Branch1][=N][C][=N][C][=N][C][=N][N][Ring1][=N][Ring1][Branch1][C][Ring2][Ring1][=Branch1],C(OCCN(C)N(C)N=CN=CC)=[C@@H1]C=NC1=NC=NN1
[O][=C][Branch2][Ring1][Ring2][N][C][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][O][N][C][C][C][Branch2][Ring1][Ring2][C][C][C][N][C][Branch1][C][C][=C][Branch1][C][C][N][=C][Ring1][Branch2][C][C][Ring1][P],O=C(N1CCC(C2=CC=CC=C2)C13NC)CCCCC4NC(C)=C(C)N=C4CC3
[N][N][=C][Branch1][=Branch1][C][=Branch1][C][=O][N][N][=C][Branch2][Ring1][#Branch1][C][=C][C][=C][Branch1][=C][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1][NH1][Ring1][=Branch2][O][Ring2][Ring1][C],NN=C(C(=O)N)N=CC=CC=C(C1=CC(F)=CC=C1[NH1])O
[N][=C][N][Branch1][Ring1][C][C][C][=Branch1][C][=O][N][Branch1][C][C][C][=Branch1][=Branch1][=C][Ring1][N][N][Branch1][#Branch1][C@H1][C][=Branch1][C][=O][O-1][C][Ring1][#Branch2],N1=CN(CC)C(=O)N(C)C(=C1N[C@H1]C(=O)[O-1])C
[O][=C][N][Branch1][=Branch1][C][Branch1][C][O-1][=O][C][C][N][Branch1][=C][C][=Branch1][C][=O][N][C][C][C][O][C][C][Ring1][=Branch1][C][Ring2][Ring1][C],O=C1N(C([O-1])=O)CCN(C(=O)NC2CCOCC2)C1
[C][Branch2][Ring1][=C][C@@H1][Branch1][C][C][C][N][Branch1][=N],C[C@@H1](C)CN
[C][N][=C][N][=C][C][Branch2][Ring1][=Branch1][C][N][=C][Branch1][C][C][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=Ring1][O][=C][Branch1][C][N][N][=Ring2][Ring1][Ring1],CN=CN=CC(CN=C(C)N(C1=CC=CC=C1)N)(N)N
[C][C@H1][Branch1][=N][C][=Branch1][C][=O][N][Branch1][C][C][C][=C][S][Ring1][=Branch1][C][C][N][Branch2][Ring1][Ring2][C][Branch1][S][C][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2][=O][C][C][Ring2][Ring1][#Branch2],C1[C@H1](C(=O)N(C)C=CS)CCN(CCC2=CC=C([N+1](=O)[O-1])C=C2)OCC1
[N][C][C][=Branch1][C][=O][N][Branch2][Ring1][O][C][C][=Branch1][C][=O][N][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][N][C][C][C][C][Ring1][=Branch2][C][Ring1][=C][C][C][C][C][Ring2][Ring1][#Branch1],N1CC(=O)N(CC(=O)N2[C@H1](C(=O)N)CCCC2CCCC)C1
[C][=C][C][=C][C][Branch2][Ring2][Branch2][C@@H1][C][N][Branch2][Ring1][O][C][Branch2][Ring1][=Branch1][C][=N][N][Branch1][Branch2][C][=C][C][=C][S][Ring1][Branch1][C][C][=Branch1][C][=O][N][Ring1][O][C][=O][C][Ring2][Ring1][=Branch1][=C][Ring2][Ring1][=Branch2],C1=CC2=CC[C@@H1]CN(C(C=NN(C3=CC=CS3)CC(=O)NC)=O)C2=C1
[C][Branch2][Ring1][Ring2][N][=C][Branch1][C][C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][=N][Ring1][=Branch2][C][N][Branch1][C][C][C][=C][Ring1][N][=N][N][=N][Ring1][#C],C(N=C(C12)C=C(C(=O)[O-1])C=N)N(C)C=C1NN=N2
