smiles,selfies
Cc1nc2ncccc2c(=O)n1CCNC(=O)c1ccncc1,[C][C][=N][C][=N][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][Ring1][O][C][C][N][C][=Branch1][C][=O][C][=C][C][=N][C][=C][Ring1][=Branch1]
Cn1c(=O)c2cccc([N+](=O)[O-])c2c(=O)n1C,[C][N][C][=Branch1][C][=O][C][=C][C][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring1][=Branch2][C][=Branch1][C][=O][N][Ring1][#C][C]
CCn1nccc1[C@H](C)NC(=O)c1nc2ncccn2n1,[C][C][N][N][=C][C][=C][Ring1][Branch1][C@H1][Branch1][C][C][N][C][=Branch1][C][=O][C][N][=C][N][=C][C][=C][N][Ring1][=Branch1][N][=Ring1][=Branch2]
Cc1ccccc1-n1nc(-c2nc(-c3ccccn3)no2)c2ccccc2c1=O,[C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][N][=C][Branch2][Ring1][C][C][=N][C][Branch1][=Branch2][C][=C][C][=C][C][=N][Ring1][=Branch1][=N][O][Ring1][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring2][Ring1][Branch1][=O]
Cc1nn(C(=O)Cn2ccc([N+](=O)[O-])n2)c(C)c1[N+](=O)[O-],[C][C][=N][N][Branch2][Ring1][Ring2][C][=Branch1][C][=O][C][N][C][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=N][Ring1][Branch2][C][Branch1][C][C][=C][Ring1][P][N+1][=Branch1][C][=O][O-1]
O=C(CCn1cccn1)N[C@H]1Cc2c(C(=O)NCc3cccnc3)cnn2C1,[O][=C][Branch1][#Branch2][C][C][N][C][=C][C][=N][Ring1][Branch1][N][C@H1][C][C][=C][Branch1][#C][C][=Branch1][C][=O][N][C][C][=C][C][=C][N][=C][Ring1][=Branch1][C][=N][N][Ring1][#C][C][Ring2][Ring1][C]
Cc1ccc(-c2cncc(C(=O)NCc3ccccc3Cl)c2)cc1,[C][C][=C][C][=C][Branch2][Ring1][#Branch2][C][=C][N][=C][C][Branch1][S][C][=Branch1][C][=O][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][=C][Ring1][P][C][=C][Ring2][Ring1][#Branch1]
CC(=O)N1CCc2cc(C(=O)N(C)C)ccc21,[C][C][=Branch1][C][=O][N][C][C][C][=C][C][Branch1][#Branch2][C][=Branch1][C][=O][N][Branch1][C][C][C][=C][C][=C][Ring1][O][Ring1][=C]
CC(=O)Nc1ccc(N2C[C@H](C(=O)[O-])CC2=O)cc1,[C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][S][N][C][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][C][Ring1][Branch2][=O][C][=C][Ring1][#C]
NC(=O)Nc1ccc2c(c1)OCCO2,[N][C][=Branch1][C][=O][N][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][C][O][Ring1][#Branch1]
Cc1nn(C)c(C)c1-c1cc(C(=O)[O-])n2nc(C(=O)[O-])cc2n1,[C][C][=N][N][Branch1][C][C][C][Branch1][C][C][=C][Ring1][#Branch1][C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][N][N][=C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][Ring1][Branch2][N][=Ring1][#C]
Cn1nccc1C(=O)CC(=O)c1ccnn1C,[C][N][N][=C][C][=C][Ring1][Branch1][C][=Branch1][C][=O][C][C][=Branch1][C][=O][C][=C][C][=N][N][Ring1][Branch1][C]
O=C(Cn1c2ccccc2c(=O)c2ccccc21)Oc1ccc2ccccc2c1,[O][=C][Branch2][Ring1][=Branch2][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#C][O][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2]
CC1=NN(C(=O)[C@@H](C)n2cc([N+](=O)[O-])cn2)[C@](O)(C(F)F)C1,[C][C][=N][N][Branch2][Ring1][#Branch1][C][=Branch1][C][=O][C@@H1][Branch1][C][C][N][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=N][Ring1][Branch2][C@][Branch1][C][O][Branch1][=Branch1][C][Branch1][C][F][F][C][Ring2][Ring1][Branch1]
O=C([O-])c1cc(=O)nc2sccn12,[O][=C][Branch1][C][O-1][C][=C][C][=Branch1][C][=O][N][=C][S][C][=C][N][Ring1][#Branch2][Ring1][Branch1]
Cc1ccncc1C(=O)N1CCn2nc(C(=O)N(C)C)cc2C1,[C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][N][N][=C][Branch1][#Branch2][C][=Branch1][C][=O][N][Branch1][C][C][C][C][=C][Ring1][#Branch2][C][Ring1][=C]
CC(C)(O)C#Cc1ccc(C(=O)N[C@H](CC(N)=O)C(=O)[O-])s1,[C][C][Branch1][C][C][Branch1][C][O][C][#C][C][=C][C][=C][Branch2][Ring1][Ring2][C][=Branch1][C][=O][N][C@H1][Branch1][#Branch1][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][O-1][S][Ring1][S]
O=C([O-])[C@@H]1Cc2c([nH]c3ccccc23)C[NH2+]1,[O][=C][Branch1][C][O-1][C@@H1][C][C][=C][Branch1][N][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][C][NH2+1][Ring1][=N]
CSCC[C@H](C(=O)NCc1nnc2ccccn12)n1c(=O)[nH]c2ccccc2c1=O,[C][S][C][C][C@H1][Branch2][Ring1][Ring2][C][=Branch1][C][=O][N][C][C][=N][N][=C][C][=C][C][=C][N][Ring1][=Branch2][Ring1][=Branch1][N][C][=Branch1][C][=O][NH1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][O][=O]
Cc1cc2c(cnc3ncnn32)c(=O)n1NC(=O)c1ccncc1,[C][C][=C][C][=C][Branch1][N][C][=N][C][=N][C][=N][N][Ring1][Branch1][Ring1][=Branch2][C][=Branch1][C][=O][N][Ring1][=C][N][C][=Branch1][C][=O][C][=C][C][=N][C][=C][Ring1][=Branch1]
CCC(=O)O/N=C(\N)Cn1nc(C)c([N+](=O)[O-])c1C,[C][C][C][=Branch1][C][=O][O][/N][=C][Branch1][C][\N][C][N][N][=C][Branch1][C][C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring1][=Branch2][C]
O=C(NCc1cccnc1-c1ccccc1)c1ccccc1,[O][=C][Branch2][Ring1][Ring1][N][C][C][=C][C][=C][N][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1]
CCn1ncc(NC(=O)[C@H]2CC=CC[C@@H]2C(=O)[O-])c1C(N)=O,[C][C][N][N][=C][C][Branch2][Ring1][Ring1][N][C][=Branch1][C][=O][C@H1][C][C][=C][C][C@@H1][Ring1][=Branch1][C][=Branch1][C][=O][O-1][=C][Ring1][P][C][Branch1][C][N][=O]
Cc1ccn2c(=O)c(C(=O)NCc3ccncc3)c([O-])nc2c1,[C][C][C][=C][N][C][=Branch1][C][=O][C][Branch1][#C][C][=Branch1][C][=O][N][C][C][=C][C][=N][C][=C][Ring1][=Branch1][=C][Branch1][C][O-1][N][=C][Ring2][Ring1][C][C][=Ring2][Ring1][=Branch1]
Cc1c(CC(=O)NCC(=O)NCC(=O)[O-])c(=O)oc2cc(O)ccc12,[C][C][=C][Branch2][Ring1][Ring1][C][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O][C][=C][C][Branch1][C][O][=C][C][=C][Ring2][Ring1][Branch2][Ring1][#Branch1]
CC(=O)N1CCN(c2nnc(N)s2)CC1,[C][C][=Branch1][C][=O][N][C][C][N][Branch1][O][C][=N][N][=C][Branch1][C][N][S][Ring1][=Branch1][C][C][Ring1][N]
O=C([O-])c1ccc(N[C@@H]2OC[C@H](O)[C@@H](O)[C@@H]2O)cc1,[O][=C][Branch1][C][O-1][C][=C][C][=C][Branch1][P][N][C@@H1][O][C][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@@H1][Ring1][Branch2][O][C][=C][Ring1][S]
NC(=O)[C@H]1CC[N@H+]([C@H]2CC(=O)N(Cc3ccccc3)C2=O)CC1,[N][C][=Branch1][C][=O][C@H1][C][C][N@H1+1][Branch2][Ring1][#Branch1][C@H1][C][C][=Branch1][C][=O][N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][=N][=O][C][C][Ring2][Ring1][Ring2]
O=C([O-])[C@H]1c2ccccc2C(=O)N(Cc2ccccc2)[C@@H]1c1ccc(O)cc1,[O][=C][Branch1][C][O-1][C@H1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@@H1][Ring2][Ring1][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1]
CC1=NN(C(=O)Cn2cc(C)cn2)[C@@](O)(C(F)F)C1,[C][C][=N][N][Branch1][S][C][=Branch1][C][=O][C][N][C][=C][Branch1][C][C][C][=N][Ring1][=Branch1][C@@][Branch1][C][O][Branch1][=Branch1][C][Branch1][C][F][F][C][Ring2][Ring1][C]
COc1cc2oc(=O)c(CC(=O)NCCC(=O)[O-])c(C)c2cc1OC,[C][O][C][=C][C][O][C][=Branch1][C][=O][C][Branch1][=C][C][C][=Branch1][C][=O][N][C][C][C][=Branch1][C][=O][O-1][=C][Branch1][C][C][C][=Ring1][P][C][=C][Ring2][Ring1][Branch1][O][C]
N#Cc1cccc(NC(=O)N2CCc3nc4ccnn4c([O-])c3C2)c1,[N][#C][C][=C][C][=C][C][Branch2][Ring1][N][N][C][=Branch1][C][=O][N][C][C][C][=N][C][=C][C][=N][N][Ring1][Branch1][C][Branch1][C][O-1][=C][Ring1][#Branch2][C][Ring1][=C][=C][Ring2][Ring1][#Branch1]
CN(Cc1cccnc1)C(=O)c1nn(C)c2c1COCC2,[C][N][Branch1][#Branch2][C][C][=C][C][=C][N][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=N][N][Branch1][C][C][C][=C][Ring1][=Branch1][C][O][C][C][Ring1][=Branch1]
Cc1nn(CCC(=O)N2CCN(C(=O)c3ccco3)CC2)c(C)c1[N+](=O)[O-],[C][C][=N][N][Branch2][Ring1][N][C][C][C][=Branch1][C][=O][N][C][C][N][Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][O][Ring1][Branch1][C][C][Ring1][=N][C][Branch1][C][C][=C][Ring2][Ring1][#Branch1][N+1][=Branch1][C][=O][O-1]
O=C([O-])[C@@H]1CS[C@H](c2ccc(O)cc2)N1,[O][=C][Branch1][C][O-1][C@@H1][C][S][C@H1][Branch1][N][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][N][Ring1][N]
Cc1ccn2c(=O)c(C(=O)NCc3ccccn3)c([O-])nc2c1,[C][C][C][=C][N][C][=Branch1][C][=O][C][Branch1][#C][C][=Branch1][C][=O][N][C][C][=C][C][=C][C][=N][Ring1][=Branch1][=C][Branch1][C][O-1][N][=C][Ring2][Ring1][C][C][=Ring2][Ring1][=Branch1]
Cn1cccc1C(=O)N1CC(n2cc(CO)nn2)C1,[C][N][C][=C][C][=C][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][Branch1][N][N][C][=C][Branch1][Ring1][C][O][N][=N][Ring1][#Branch1][C][Ring1][O]
Cn1ncc2c(=O)n(CC(=O)[O-])cnc21,[C][N][N][=C][C][C][=Branch1][C][=O][N][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][=N][C][=Ring1][O][Ring1][=C]
O=C(CCN1C(=O)c2ccncc2C1=O)Nc1ncn[nH]1,[O][=C][Branch2][Ring1][Ring2][C][C][N][C][=Branch1][C][=O][C][=C][C][=N][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=O][N][C][=N][C][=N][NH1][Ring1][Branch1]
Cc1cc(C)n(N)c(=O)c1C(N)=O,[C][C][C][=C][Branch1][C][C][N][Branch1][C][N][C][=Branch1][C][=O][C][=Ring1][=Branch2][C][Branch1][C][N][=O]
Cc1nn(C)cc1-c1ccnc(NN)n1,[C][C][=N][N][Branch1][C][C][C][=C][Ring1][=Branch1][C][=C][C][=N][C][Branch1][Ring1][N][N][=N][Ring1][Branch2]
O=C(c1ccc2c(c1)OCO2)N1CCc2nc3ccnn3c([O-])c2C1,[O][=C][Branch1][S][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][O][Ring1][=Branch1][N][C][C][C][=N][C][=C][C][=N][N][Ring1][Branch1][C][Branch1][C][O-1][=C][Ring1][#Branch2][C][Ring1][=C]
COc1ccccc1N1C[C@H](C(=O)N2CCC(C(N)=O)CC2)CC1=O,[C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][C@H1][Branch2][Ring1][Ring2][C][=Branch1][C][=O][N][C][C][C][Branch1][=Branch1][C][Branch1][C][N][=O][C][C][Ring1][=Branch2][C][C][Ring1][S][=O]
NC(=O)c1c(NC(=O)[C@H]2CCCO2)sc2c1CCc1ccccc1-2,[N][C][=Branch1][C][=O][C][=C][Branch1][=N][N][C][=Branch1][C][=O][C@H1][C][C][C][O][Ring1][Branch1][S][C][=C][Ring1][=N][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#Branch2]
C#C[C@@]1(O)[C@H](O)[C@H](n2nnc3ccccc32)O[C@@H]1CO,[C][#C][C@@][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Branch1][=C][N][N][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=Branch2][O][C@@H1][Ring1][S][C][O]
C=CCNC(=O)CSc1nc2cnn(C)c2c(=O)n1CC,[C][=C][C][N][C][=Branch1][C][=O][C][S][C][=N][C][C][=N][N][Branch1][C][C][C][=Ring1][=Branch1][C][=Branch1][C][=O][N][Ring1][O][C][C]
OCc1nnn(-c2cccnc2)c1CO,[O][C][C][N][=N][N][Branch1][=Branch2][C][=C][C][=C][N][=C][Ring1][=Branch1][C][=Ring1][O][C][O]
O=C([O-])Cn1nnc(-c2ccccc2F)n1,[O][=C][Branch1][C][O-1][C][N][N][=N][C][Branch1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][F][=N][Ring1][N]
C[C@@H](C(=O)[O-])n1cc(N)c(C(F)(F)F)n1,[C][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][O-1][N][C][=C][Branch1][C][N][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=N][Ring1][#Branch2]
Cc1nc2ncc3c(=O)n(Cc4cccnc4)ccc3n2n1,[C][C][N][=C][N][=C][C][C][=Branch1][C][=O][N][Branch1][#Branch2][C][C][=C][C][=C][N][=C][Ring1][=Branch1][C][=C][C][=Ring1][=C][N][Ring2][Ring1][C][N][=Ring2][Ring1][Branch1]
Cn1cnc(C(=O)N2CCC[C@@](CC3CC3)(C(N)=O)C2)c1,[C][N][C][=N][C][Branch2][Ring1][N][C][=Branch1][C][=O][N][C][C][C][C@@][Branch1][#Branch1][C][C][C][C][Ring1][Ring1][Branch1][=Branch1][C][Branch1][C][N][=O][C][Ring1][=N][=C][Ring2][Ring1][Ring2]
CCn1cc(C(=O)N2C[C@@H](F)C[C@H]2Cn2cc(C(N)=O)nn2)cn1,[C][C][N][C][=C][Branch2][Ring1][=C][C][=Branch1][C][=O][N][C][C@@H1][Branch1][C][F][C][C@H1][Ring1][=Branch1][C][N][C][=C][Branch1][=Branch1][C][Branch1][C][N][=O][N][=N][Ring1][Branch2][C][=N][Ring2][Ring1][=Branch1]
O=C(CNC(=O)N1CCSc2ncccc21)N1CCOCC1,[O][=C][Branch2][Ring1][Branch1][C][N][C][=Branch1][C][=O][N][C][C][S][C][=N][C][=C][C][=C][Ring1][=Branch1][Ring1][#Branch2][N][C][C][O][C][C][Ring1][=Branch1]
Cn1cncc1C(=O)N1CC(=O)N(Cc2ccccc2)C[C@@H](O)C1,[C][N][C][=N][C][=C][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C@@H1][Branch1][C][O][C][Ring1][S]
COC[C@@H]1CN(C(=O)c2cccc(C#N)c2)C[C@H]1C(N)=O,[C][O][C][C@@H1][C][N][Branch1][P][C][=Branch1][C][=O][C][=C][C][=C][C][Branch1][Ring1][C][#N][=C][Ring1][Branch2][C][C@H1][Ring1][#C][C][Branch1][C][N][=O]
Cc1nn(C)cc1CN(C)C(=O)[C@@H]1CCCN(c2cc(=O)n(C)c(=O)n2C)C1,[C][C][=N][N][Branch1][C][C][C][=C][Ring1][=Branch1][C][N][Branch1][C][C][C][=Branch1][C][=O][C@@H1][C][C][C][N][Branch2][Ring1][Ring1][C][=C][C][=Branch1][C][=O][N][Branch1][C][C][C][=Branch1][C][=O][N][Ring1][=Branch2][C][C][Ring1][S]
Cc1c(CNC(=O)c2c([N+](=O)[O-])cnn2C)cnn1C,[C][C][=C][Branch2][Ring1][=Branch1][C][N][C][=Branch1][C][=O][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=N][N][Ring1][Branch2][C][C][=N][N][Ring2][Ring1][C][C]
Cc1csc2ncc(C(=O)NCc3ccncc3)c(=O)n12,[C][C][=C][S][C][=N][C][=C][Branch1][#C][C][=Branch1][C][=O][N][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][Ring2][Ring1][Ring2][Ring1][P]
Cn1c(=O)cc(C(=O)[O-])c2ccccc21,[C][N][C][=Branch1][C][=O][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=C]
Cc1c([N+](=O)[O-])c(C(=O)Nc2cnn(C)c2C(N)=O)nn1C,[C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][Branch2][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][=N][N][Branch1][C][C][C][=Ring1][=Branch1][C][Branch1][C][N][=O][=N][N][Ring2][Ring1][Ring2][C]
O=C([O-])[C@@H]1[C@H]2C(=O)N3CCCO[C@@H]3[C@]23C=C[C@H]1O3,[O][=C][Branch1][C][O-1][C@@H1][C@H1][C][=Branch1][C][=O][N][C][C][C][O][C@@H1][Ring1][=Branch1][C@][Ring1][#Branch2][C][=C][C@H1][Ring1][=C][O][Ring1][Branch1]
Cn1ncc(Br)c1[C@@H]1N[C@H](C(=O)[O-])CS1,[C][N][N][=C][C][Branch1][C][Br][=C][Ring1][=Branch1][C@@H1][N][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][S][Ring1][Branch2]
CC(=O)N[C@H]1C[C@H]2CN([S@@+](=O)([OH2+])c3ccccc3F)CC(=O)N2C1,[C][C][=Branch1][C][=O][N][C@H1][C][C@H1][C][N][Branch1][P][S@@+1][=Branch1][C][=O][Branch1][C][OH2+1][C][=C][C][=C][C][=C][Ring1][=Branch1][F][C][C][=Branch1][C][=O][N][Ring1][P][C][Ring2][Ring1][Ring2]
CSc1nc2sc3c(c2c(=O)n1-c1ccccc1C)CCCC3,[C][S][C][=N][C][S][C][=C][Branch2][Ring1][Ring2][C][=Ring1][Branch1][C][=Branch1][C][=O][N][Ring1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][C][C][Ring1][P]
O=c1c2cnc3ccnn3c2ccn1CCc1c[nH+]c[nH]1,[O][=C][C][C][=N][C][=C][C][=N][N][Ring1][Branch1][C][=Ring1][=Branch2][C][=C][N][Ring1][=N][C][C][C][=C][NH1+1][=C][NH1][Ring1][Branch1]
CCn1nccc1C(=O)N1CC[C@H](CC(=O)N2CCOCC2)C1,[C][C][N][N][=C][C][=C][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][C@H1][Branch1][=C][C][C][=Branch1][C][=O][N][C][C][O][C][C][Ring1][=Branch1][C][Ring1][=C]
Cc1ccc(-n2nnc3c(=O)n(CC(N)=O)cnc32)cc1,[C][C][=C][C][=C][Branch2][Ring1][=Branch2][N][N][=N][C][C][=Branch1][C][=O][N][Branch1][#Branch1][C][C][Branch1][C][N][=O][C][=N][C][=Ring1][O][Ring1][=C][C][=C][Ring2][Ring1][Ring2]
Nc1cccc(N2C(=O)[C@H]3CCCN3C2=O)c1,[N][C][=C][C][=C][C][Branch1][P][N][C][=Branch1][C][=O][C@H1][C][C][C][N][Ring1][Branch1][C][Ring1][=Branch2][=O][=C][Ring1][S]
C[C@@H]1C[S@+](=O)([OH2+])N(c2ccc(C(=O)NCc3ccncc3)cc2)C1=O,[C][C@@H1][C][S@+1][=Branch1][C][=O][Branch1][C][OH2+1][N][Branch2][Ring1][=Branch2][C][=C][C][=C][Branch1][#C][C][=Branch1][C][=O][N][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][=C][Ring1][S][C][Ring2][Ring1][#Branch1][=O]
O=C(NCc1cccnc1)[C@]1(CCO)CC12CCOCC2,[O][=C][Branch1][O][N][C][C][=C][C][=C][N][=C][Ring1][=Branch1][C@][Branch1][Ring2][C][C][O][C][C][Ring1][=Branch1][C][C][O][C][C][Ring1][=Branch1]
O=C(c1cc([N+](=O)[O-])n[nH]1)N1CCOCC1,[O][=C][Branch1][#C][C][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=N][NH1][Ring1][Branch2][N][C][C][O][C][C][Ring1][=Branch1]
Cn1ccc(CNC(=O)c2c(Br)cnn2C)n1,[C][N][C][=C][C][Branch2][Ring1][C][C][N][C][=Branch1][C][=O][C][=C][Branch1][C][Br][C][=N][N][Ring1][=Branch1][C][=N][Ring1][S]
OCc1nnn(Cc2ccccc2)c1CO,[O][C][C][N][=N][N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Ring1][N][C][O]
Cc1ccn2c(=O)c(C(=O)NCCCN3CCCC3=O)c([O-])nc2c1,[C][C][C][=C][N][C][=Branch1][C][=O][C][Branch1][P][C][=Branch1][C][=O][N][C][C][C][N][C][C][C][C][Ring1][Branch1][=O][=C][Branch1][C][O-1][N][=C][Ring2][Ring1][Ring2][C][=Ring2][Ring1][Branch2]
CC(=O)N[C@H]1C[C@H]2CN(Cc3ccccc3C#N)CC(=O)N2C1,[C][C][=Branch1][C][=O][N][C@H1][C][C@H1][C][N][Branch1][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][#N][C][C][=Branch1][C][=O][N][Ring1][S][C][Ring2][Ring1][Ring1]
Cn1nc(C(N)=O)cc1[N+](=O)[O-],[C][N][N][=C][Branch1][=Branch1][C][Branch1][C][N][=O][C][=C][Ring1][Branch2][N+1][=Branch1][C][=O][O-1]
O=c1c2cnc3ncnn3c2ccn1Cc1ccccn1,[O][=C][C][C][=N][C][=N][C][=N][N][Ring1][Branch1][C][=Ring1][=Branch2][C][=C][N][Ring1][=N][C][C][=C][C][=C][C][=N][Ring1][=Branch1]
Cc1n[nH]c2c1[C@@H](c1c(C)nn(C)c1C)C(C#N)=C(N)O2,[C][C][=N][NH1][C][=C][Ring1][Branch1][C@@H1][Branch1][#C][C][C][Branch1][C][C][=N][N][Branch1][C][C][C][=Ring1][#Branch1][C][C][Branch1][Ring1][C][#N][=C][Branch1][C][N][O][Ring1][P]
O=C([O-])Cn1ccc2c(nnc3ccnn32)c1=O,[O][=C][Branch1][C][O-1][C][N][C][=C][C][=C][Branch1][N][N][=N][C][=C][C][=N][N][Ring1][Branch1][Ring1][=Branch2][C][Ring1][=N][=O]
Cc1noc2ncnc(N3CCC[C@H](C(=O)NCCCN4CCCC4=O)C3)c12,[C][C][=N][O][C][=N][C][=N][C][Branch2][Ring1][N][N][C][C][C][C@H1][Branch1][P][C][=Branch1][C][=O][N][C][C][C][N][C][C][C][C][Ring1][Branch1][=O][C][Ring2][Ring1][C][=C][Ring2][Ring1][O][Ring2][Ring1][Branch2]
COc1ccc(-c2cn3ccn(-c4cc(C)c(Cl)cc4OC)c(=O)c3n2)cc1OC,[C][O][C][=C][C][=C][Branch2][Ring2][Ring2][C][=C][N][C][=C][N][Branch1][P][C][=C][C][Branch1][C][C][=C][Branch1][C][Cl][C][=C][Ring1][Branch2][O][C][C][=Branch1][C][=O][C][Ring1][P][=N][Ring2][Ring1][Ring2][C][=C][Ring2][Ring1][#Branch2][O][C]
O=C1CC[N@@H+](Cc2ccncc2)CCC[C@@H](C(=O)NCc2ccncc2)CCN1,[O][=C][C][C][N@@H1+1][Branch1][#Branch2][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][C][C][C@@H1][Branch1][#C][C][=Branch1][C][=O][N][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][C][N][Ring2][Ring1][N]
Cc1c(C2=NO[C@H](C(=O)[O-])C2)cnn1C,[C][C][=C][Branch1][#C][C][=N][O][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][Ring1][Branch2][C][=N][N][Ring1][=N][C]
O=c1oc2cc(O)ccc2cc1-c1cc(F)cc(F)c1,[O][=C][O][C][=C][C][Branch1][C][O][=C][C][=C][Ring1][#Branch1][C][=C][Ring1][O][C][=C][C][Branch1][C][F][=C][C][Branch1][C][F][=C][Ring1][Branch2]
Cc1nn(C)c(C(=O)[O-])c1[N+](=O)[O-],[C][C][=N][N][Branch1][C][C][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][=C][Ring1][=Branch2][N+1][=Branch1][C][=O][O-1]
CCn1nc2n(c1=O)CC[C@H](C(=O)[O-])CC2,[C][C][N][N][=C][N][Branch1][Branch1][C][Ring1][Branch1][=O][C][C][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][C][Ring1][N]
O=C(CCCc1nnc2ccccn12)Nc1ccc(Cn2cncn2)cc1,[O][=C][Branch1][P][C][C][C][C][=N][N][=C][C][=C][C][=C][N][Ring1][=Branch2][Ring1][=Branch1][N][C][=C][C][=C][Branch1][=Branch2][C][N][C][=N][C][=N][Ring1][Branch1][C][=C][Ring1][N]
N[S@+](=O)([OH2+])c1ccc(NC(=O)c2cc(-c3ccc(Cl)s3)nc3ccccc23)cc1,[N][S@+1][=Branch1][C][=O][Branch1][C][OH2+1][C][=C][C][=C][Branch2][Ring1][S][N][C][=Branch1][C][=O][C][=C][C][Branch1][O][C][=C][C][=C][Branch1][C][Cl][S][Ring1][=Branch1][=N][C][=C][C][=C][C][=C][Ring1][S][Ring1][=Branch1][C][=C][Ring2][Ring1][=Branch2]
O=C([O-])c1ccc(N2C(=O)[C@@H]3[C@H](C2=O)[C@@H]2C=C[C@H]3C2)cc1,[O][=C][Branch1][C][O-1][C][=C][C][=C][Branch2][Ring1][#Branch1][N][C][=Branch1][C][=O][C@@H1][C@H1][Branch1][Branch1][C][Ring1][=Branch1][=O][C@@H1][C][=C][C@H1][Ring1][Branch2][C][Ring1][Branch1][C][=C][Ring2][Ring1][C]
CCn1cnnc1CC[C@@H]1CCCN1C(=O)c1cnn(C)c1,[C][C][N][C][=N][N][=C][Ring1][Branch1][C][C][C@@H1][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C][C][=N][N][Branch1][C][C][C][=Ring1][=Branch1]
