selfies,smiles,sa_score
[C][C@H1][C][C][C][C][C@H1][Ring1][=Branch1][N][C][=Branch1][C][=O][C][N][C][=C][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][=C][Ring1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1],C[C@H1]1CCCC[C@H1]1NC(=O)CNC2=CC=CC(C(=O)[O-1])=C2C3=CC=CC=C3S(=O)(=O)C4=CC=C(F)C=C4,3.448762025119109
[C][C][=C][C][=C][C][=Branch1][C][=O][C][Branch1][S][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][=C][N][Branch2][Ring1][Branch1][C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][C][C][Branch1][C][C][=C][Ring1][Branch2][C][Ring2][Ring1][=N][=N][Ring2][Ring1][S],CC1=CC2=CC(=O)C(C(=O)C3=CC=C(Cl)C=C3)=CN(CC(=O)NC4=CC=C(C)C(C)=C4)C2=N1,2.4899124500803946
[C][C][=C][C][=C][Branch2][Ring1][S][C][=C][C][=C][Branch2][Ring1][Ring2][C][=N][O][C][Branch1][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=N][Ring1][=N][C][=C][Ring2][Ring1][Ring1][C][=C][Ring2][Ring1][=Branch2][C],CC1=CC=C(C2=CC=C(C3=NOC(CC4=CC=CC=C4C)=N3)C=C2)C=C1C,1.996760281364649
[C][C][=C][C][=C][Branch2][Ring2][=Branch2][C][C][=C][Branch2][Ring1][=N][C][=N][C][Branch2][Ring1][Ring1][C][=C][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][Ring1][#Branch2][=N][O][Ring1][#C][NH1][N][=Ring2][Ring1][Ring2][C][=C][Ring2][Ring1][#Branch2],C1C=CC=C(C=2C=C(C3=NC(C4=CC=CC(C(F)(F)F)=C4)=NO3)[NH1]N=2)C1,2.879162412540584
[C][C][=C][C][=C][Branch2][Ring1][S][N][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][P][C][=N][O][C][Branch1][Branch2][C][C][C][C][C][Ring1][Branch1][=N][Ring1][#Branch2][C][=C][Ring1][S][C][=C][Ring2][Ring1][=Branch2][C],CC=C1C=C(NC(=O)NC2=CC=C(C3=NOC(C4CCCC4)=N3)C=C2)C=C1C,2.818282758337876
[C][C][Branch1][C][C][C][C][=C][C][=C][Branch2][Ring2][=Branch1][N][C][=N][C][Branch1][#C][N][/N][=C][/C][=C][C][=C][C][=C][Ring1][=Branch1][=N][C][Branch1][#Branch2][N][C][=C][C][=C][C][=C][Ring1][=Branch1][=NH1+1][Ring2][Ring1][#Branch1][C][=C][Ring2][Ring1][=N],C1C(C)CC=CC=C1N2C=NC(N/N=C/C3=CC=CC=C3NCNC4=CC=CC=C4)=[NH1+1]2,4.178707777866238
[C][C][C][=C][C][=C][Branch2][Ring2][Ring1][C][=N][O][C][Branch2][Ring1][Branch2][C][S][C][=N][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][C][=Branch1][C][=O][N-1][Ring1][=C][=N][Ring2][Ring1][Ring2][C][=C][Ring2][Ring1][#Branch2],CCC1=CC=C(C2=NOC(CS3C=NC(C4=CC=CC=C4)=CC(=O)[N-1]3)=N2)C=C1,3.911904236595155
[C][C][=C][C][=C][Branch2][Ring2][#Branch1][C][=C][C][Branch2][Ring1][Branch1][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2][=C][C][=C][C][=C][C][Ring1][=Branch1][=NH1+1][Ring2][Ring1][#Branch1][C][=C][Ring2][Ring1][=N][C],C1C=CC=C(C=CC(C(=O)NC2=CC=C([N+1](=O)[O-1])C=C2)=C3C=CC=CC3=[NH1+1])C=C1C,3.8419929467653393
[C][C][C][=C][C][=C][Branch2][Ring2][#Branch1][N][C][=Branch1][C][=O][N][C][=C][C][=C][S][C][Branch1][=C][N-1][C][=Branch1][C][=O][C][C][C][C][C][C][Ring1][=Branch1][=N][C][Ring1][=C][=C][Ring2][Ring1][C][C][=C][Ring2][Ring1][N],CCC1=CC=CNC(=O)NC2=CC=C3SC([N-1]C(=O)C4CCCCC4)=NC3=C2C=C1,4.448109729652245
[C][C][=C][C][=C][C][Branch2][Ring2][Branch2][N][C][=C][C][Branch1][C][C][=NH1+1][C][Branch2][Ring1][S][N][C][=C][C][=C][Branch2][Ring1][Ring2][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][C][=C][Ring1][P][=N][Ring2][Ring1][=Branch2][=C][Ring2][Ring1][S],CC=CC=CC(NC1=CC(C)=[NH1+1]CNC2=CC=C(NS(=O)(=O)C3=CC=C(C)C=C3)C=C2)=N1,3.50756789624209
[C][C][Branch1][C][C][C][=C][C][=C][Branch2][Ring1][S][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=C][C][=C][C][Branch1][=C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][Ring1][=Branch2][=C][Ring1][#C][C][=C][Ring2][Ring1][=Branch2],CC(C)C1=CC=C(S(=O)(=O)NC2=CC=CC(C3=CC4=CC=CC=C4[NH1]3)=C2)C=C1,2.047210621585739
[C][C][=C][C][Branch1][C][C][=C][Branch2][Branch1][C][S][=Branch1][C][=O][=Branch1][C][=O][N-1][C][=C][C][=C][Branch2][Ring1][#Branch1][N][C][C][NH1+1][Branch1][=N][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][C][C][C][Ring1][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][=C][Ring2][Ring1][#Branch1][C][Branch1][C][C][=C][Ring2][Ring2][C],CC=C1C(C)=C(S(=O)(=O)[N-1]C2=CC=C(N3CC[NH1+1](C4=CC=C(C)C=C4C)CC3)C(C(=O)[O-1])=C2)C(C)=C1,4.753096969603163
[C][C][=C][C][=C][Branch2][Ring1][N][C][=N][O][C][Branch2][Ring1][C][C@H1][Branch1][C][C][O][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][=N][Ring1][S][C][=C][Ring2][Ring1][=Branch1][C],CC1=CC=C(C2=NOC([C@H1](C)OC3=CC=C(F)C=C3C)=N2)C=C1C,2.607444256080445
[C][C][=C][C][=C][N][=C][Branch1][C][Cl][C][C][=C][Branch2][Ring1][Ring1][C][=Branch1][C][=O][N][C][C@H1][Branch1][C][C][C][C@H1][Branch1][C][C][C][Ring1][Branch2][C][=C][Branch1][C][C][C][=Ring2][Ring1][Ring1][C][Ring2][Ring1][#Branch1][=C][Ring2][Ring1][O],C1C=CC2=CN=C(Cl)CC=C(C(=O)N3C[C@H1](C)C[C@H1](C)C3)C=C(C)CC2=C1,4.8689857903044444
[C][C][=C][C][=C][Branch2][Ring2][=N][S][=Branch1][C][=O][=Branch1][C][=O][N-1][C][=N][C][=C][C][Branch2][Ring1][Ring1][N][C][=Branch1][C][=O][N][C][=C][C][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][=C][C][=C][Ring2][Ring1][C][S][Ring2][Ring1][Branch1][C][=C][Ring2][Ring1][#C][C],CC1=CC=C(S(=O)(=O)[N-1]C2=NC3=CC(NC(=O)NC4=CC=CC(F)=C4C)=CC=C3S2)C=C1C,3.0189438882074846
[C][C][=C][C][=C][Branch2][Ring2][Branch2][C][=N][N][C@H1][Branch1][Ring2][C][Ring1][Branch1][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][O][C@@][Ring1][N][C][=Branch1][C][=O][N][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][=N][C],CC=C1C=C(C2=NN3[C@H1](C2)C4=CC(Cl)=CC=C4O[C@@]3C(=O)NC5=CC=CC(Cl)=C5)C=C1C,3.7814430043550242
[C][O][C][=C][C][=C][C][Branch2][Ring2][=Branch1][N][C][=N][C][Branch1][S][C][=Branch1][C][=O][C][C][C][C][C][C][C][Ring1][Branch2][=C][C][Branch1][=N][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][=N][Ring2][Ring1][Branch1][=C][Ring2][Ring1][=N],COC=C1C=CC(NC=NC(C(=O)CCCCCCC=CC)(NC2=CC=C(F)C=C2)N)=C1,4.111792454904476
[C][C][O][C][=C][C][=C][Branch2][Ring2][=Branch2][N][Branch1][C][C][S][=Branch1][C][=O][=Branch1][C][=O][C][C][=C][S][C][=Ring1][Branch1][C][=N][C][Branch1][=N][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1][Cl][=N][O][Ring1][=N][C][=C][Ring2][Ring1][=N][Cl],CCOC=CC=C(N(C)S(=O)(=O)C=1C=CSC=1C2=NC(C3=CC(F)=CC=C3Cl)=NO2)CCl,3.4679095384201375
[C][O][C][=C][C][=C][Branch2][Ring2][Ring1][C][=Branch1][C][=O][N][C][C][N][C][=N][C][Branch1][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][=N][C][=C][C][Branch1][C][C][=C][C][=C][Ring2][Ring1][Branch1][Ring1][#Branch1][C][=C][Ring2][Ring1][=N],C1OC=CC=C1C(=O)NCCNC=NC(C2=CC=C(Cl)C=C2)=NC=CC(C)=CC=C,3.9153053386415895
[C][C][S][C][Branch2][Ring1][Branch1][C][=N][C][Branch1][N][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1][=N][O][Ring1][N][=C][C][=Ring1][P][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1],CC=1SC(C2=NC(C3=CC=C(Br)C=C3)=NO2)=CC=1S(=O)(=O)NC4=CC=C(F)C=C4,2.341528711389893
[O][=C][C][=C][Branch1][N][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][N][=C][Branch2][Ring1][#C][S][C][C][=N][C][Branch2][Ring1][Ring1][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][#Branch2][=N][O][Ring1][#C][N-1][Ring2][Ring1][=C],O=C1C=C(C2=CC=CC(Cl)=C2)N=C(SCC3=NC(C4=CC=C(C(F)(F)F)C=C4)=NO3)[N-1]1,3.1029313259800197
[C][C][C][=C][C][=C][Branch2][Ring2][=N][N][C][=N][C][Branch2][Ring1][Branch2][N][/N][=C][/C][=C][C][=C][Branch1][N][N][C][C][C][Branch1][C][C][C][C][Ring1][#Branch1][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring1][S][=N][N][Ring2][Ring1][=Branch2][Ring2][Ring1][#Branch2][C][=C][Ring2][Ring1][P],C1CC=CC=C(N2C=NC(N/N=C/C3=CC=C(N4CCC(C)CC4)C[N+1](=O)[O-1])=C3NN2)C=C1,4.440242487705811
[C][C][=C][C][=C][Branch2][Ring2][=C][C][N][C][=Branch1][C][=O][N-1][C][=C][C][Branch2][Ring1][Branch1][C][=N][C][Branch1][N][C][=C][C][=C][C][Branch1][C][F][=C][Ring1][#Branch1][=N][O][Ring1][N][=C][C][=C][Ring2][Ring1][C][C][Ring2][Ring1][#Branch1][=O][C][=C][Ring2][Ring1][#C][Cl],C1C=CC=C(CN2C(=O)[N-1]C3=CC(C4=NC(C5=CC=CC(F)=C5)=NO4)=CC=C3C2=O)C1Cl,4.056895415321984
[C][C][=C][C][=C][O][C][Branch2][Ring1][=N][C][=N][O][C][Branch2][Ring1][Ring1][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][#Branch2][=N][Ring1][#C][=C][Branch1][C][C][C][Ring2][Ring1][Branch1][=C][Ring2][Ring1][=Branch2],CC1=CC=C2OC(C3=NOC(C4=CC=C(C(F)(F)F)C=C4)=N3)=C(C)C2=C1,2.333137603267666
[C][C][Branch1][C][C][C][=Branch1][C][=O][N][Branch2][Ring1][P][C][C][=Branch1][C][=O][N][C][C][C][S][C][=C][C][=Ring1][Branch1][C@H1][Ring1][=Branch2][C][O][C][=C][C][=C][Branch1][=Branch1][C][Branch1][C][C][C][C][=C][Ring1][=Branch2][C][C@@H1][C][C][C][Branch1][C][C][C],CC(C)C(=O)N(CC(=O)N1CCC=2SC=CC=2[C@H1]1COC3=CC=C(C(C)C)C)C3C[C@@H1]CCC(C)C,4.9213147848196765
[C][C][C][C][C][C][=N][N][=C][Branch2][Ring2][N][N-1][C][=Branch1][C][=O][/C][Branch1][Ring1][C][#N][=C][\C][=C][C][=C][Branch1][P][C][=C][C][Branch1][C][Br][=C][C][=C][Ring1][#Branch1][O][Ring1][#Branch2][S][Ring2][Ring1][Branch2],CCCCCC=NN=C[N-1]C(=O)/C(C#N)=C\C=CC1=CC2=CC(Br)=CC=C2O1,3.839610813893432
[C][C][Branch1][C][C][C][=C][C][=C][Branch2][Ring2][#Branch1][C][=Branch1][C][=O][C][=C][N][=C][C][=C][C][Branch1][P][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][C][Ring1][#C][=C][Ring2][Ring1][Ring1][C][=C][Ring2][Ring1][N],CC(C)C1=CC=C(C(=O)C=C2N=CC3=CC([N-1]S(=O)(=O)C4=CC=CC=C4)=CC3=C2C)C1,4.259502112090462
[C][C][=C][C][=C][Branch2][Ring2][Ring2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=C][Ring1][#Branch2][N][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][F][C][Branch1][C][Cl][=C][Ring2][Ring1][=N],CC=C1C=C(S(=O)(=O)[N-1]C2=NC3=CC=CC=C3N=C2NC4=CC(Cl)=CC=C4F)C(Cl)=C1,3.531527045777464
[C][C@@][Branch1][P][C][=Branch1][C][=O][N][C@H1][C][C][C@@H1][Branch1][C][C][C][C][Ring1][#Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][Ring2][Ring1][=Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl],C1[C@@](C(=O)N[C@H1]2CC[C@@H1](C)CC2)CC3=CC=CC=C3C(=O)N1CC4=CC=CC=C4Cl,2.609189596244452
[C][C][C@@H1][Branch1][C][C][N][Branch2][Ring2][#Branch1][C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][N][Branch1][=C][C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][Cl][C][=C][C][Branch1][C][C][=C][C][=C][Ring2][Ring1][Branch1][Ring1][#Branch1][C][C][Branch1][C][C][C],C1C[C@@H1](C)N1CC=C(C(=O)[O-1])N(CC2=CC=C(F)C=C2Cl)C=CC(C)=CC=C,4.158021704493111
[C][C][=C][C][=C][Branch2][Ring2][=N][C][=N][O][C][Branch2][Ring2][C][C][=C][C][=C][C][=Branch1][C][=O][N][Branch1][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][C][=Branch1][C][=O][NH1][C][Ring1][S][=C][Ring2][Ring1][Ring2][=N][Ring2][Ring1][=Branch2][C][=C][Ring2][Ring1][#C],CC1=CC=C(C2=NOC(C3=CC=C4C(=O)N(CC5=CC=CC=C5Cl)C(=O)[NH1]C4=C3)=N2)C=C1,2.2838162574461034
[C][O][C][=C][C][Branch1][Ring1][O][C][=C][Branch2][Ring2][=Branch1][N][C][=Branch1][C][=O][N][C][=C][Branch1][N][N][C][C][NH1+1][Branch1][C][C][C][C][Ring1][#Branch1][C][=N][C][=C][Branch1][C][C][C][=C][C][=C][Ring2][Ring1][Ring1][Ring1][#Branch1][C][=C][Ring2][Ring1][#C][Cl],COC=CC(OC)=C(NC(=O)N1C=C(N2CC[NH1+1](C)CC2)C=NC3=C(C)C=CC=C13)C=CCl,4.77184451934353
[C][C][=C][C][=C][Branch2][Ring2][=C][C][=N][O][C][Branch2][Ring2][Ring1][C][=C][C][=C][C][=Branch1][C][=O][N][Branch1][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][F][C][=Branch1][C][=O][N-1][C][Ring1][S][=C][Ring2][Ring1][Ring2][=N][Ring2][Ring1][=Branch2][C][=C][Ring2][Ring1][#C][C],C1C2=CC=C(C=NOC1(C3=CC=C4C(=O)N(CC5=CC=CC=C5F)C(=O)[N-1]C4=C3N)C)C2C,5.429945562190038
[O][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=N][C][=N][C][Branch1][Branch2][C][=C][C][=C][S][Ring1][Branch1][=C][C][Branch2][Ring1][Ring1][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][#Branch2][=C][Ring2][Ring1][#Branch1],OC=CC(C(F)(F)F)=NC=NC(C1=CC=CS1)=CC(C2=CC=C(C(F)(F)F)C=C2)=C,3.777639698779467
[C][C][=C][C][=C][Branch2][Ring2][Ring2][N][Branch1][=C][C@@H1][Branch1][C][C][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][C][C][=C][Ring2][Ring1][O][F],C12C=CC=C(N1[C@@H1](C)C=CC=CC(Cl)=C)CC=C2F,5.661951634388255
[O][=C][Branch2][Ring1][#Branch1][C][=C][C][=C][Branch1][=N][O][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][=C][Ring1][=C][N][C][=N][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][Ring2][Ring1][S],O=C(C1=C2C=C(OC3=CC=C(F)C=C3)C=C1)NC=NC(C4=CC=CC=C4)=NC(C5=CC=CC=C5)=N2,2.7573408080925557
[C][C][S][C][Branch2][Ring1][Branch2][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][=Branch1][C][Branch1][C][C][C][C][=C][Ring1][=Branch2][=N][C][=Ring2][Ring1][C][C][=N][C][Branch1][#C][C][=C][C][=C][Branch1][C][F][C][Branch1][C][F][=C][Ring1][Branch2][=N][O][Ring1][=N],C=1CSC(C(=O)NC2=CC=C(C(C)C)C=C2NC=1)C3=NC(C4=CC=C(F)C(F)=C4)=NO3,4.050036244042514
[C][C][Branch1][C][C][C][=C][C][=C][Branch2][Ring2][=Branch1][N][C][=Branch1][C][=O][C][=C][C][Branch1][Branch2][N][C][C][C][Ring1][Branch1][=N][C][NH1][N][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring2][Ring1][Ring1][=Ring1][O][C][=C][Ring2][Ring1][=N],CC(C1)C=CC=C(NC(=O)C2=CC3(NCCC3=N)C=4[NH1]N=C(C5=CC=CC=C5)C2=4)C=C1,4.882802357979751
[C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring2][=Branch1][C@H1][N][C@H1][Branch1][=N][C][=C][C][Branch1][C][Br][=C][C][=C][Ring1][#Branch1][O-1][C][C][Branch1][N][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][=NH1+1][Ring2][Ring1][Branch1][C][=C][Ring2][Ring1][O],COC(=O)C=CC=C([C@H1]1N[C@H1](C2=CC(Br)=CC=C2[O-1])CC(C3=CC=C(C)C=C3)=[NH1+1]1)C,4.555392473339042
[C][O][C][=C][C][=C][Branch2][Ring2][=Branch2][C][=C][N][Ring1][Branch1][S][C@][Branch1][C][C][Branch1][#C][C][=Branch1][C][=O][N][C][C][C][C][C][Ring1][#Branch1][N][Branch1][N][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1][C][Ring2][Ring1][Branch2][=O][C][=C][Ring2][Ring1][#C][C],COC=CC1=C(C=CN1S[C@](C)(C(=O)NCCCCCNC2=CC=C(Br)C=C2)C)OC=CC,3.5005010950259106
[C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][N@@H1+1][C][C][N][Branch1][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][F][C@H1][Ring1][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][F],CC1=CC=CC=C1C[N@@H1+1]2CCN(CC3=CC=CC=C3F)[C@H1]2C4=CC=CC=C4F,3.719686546924076
[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][N@@H1+1][Branch1][C][C][C][C@H1][Branch1][C][O][C][O],CCCCCCCCCCCCCCCC[N@@H1+1](C)C[C@H1](O)CO,3.767427190751354
[C][C][C@H1][Branch1][C][C][C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring2][Ring2][N][C][=Branch1][C][=O][N][C][=C][C][=C][S][C][Branch1][=C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][C][Ring1][=C][=C][Ring2][Ring1][C][C][=C][Ring2][Ring1][N],CC[C@H1](C)COC(=O)C1=CC=C(NC(=O)NC2=CC=C3SC(NC(=O)C4=CC=CC=C4)=NC3=C2)C=C1,2.6704107405021524
[C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][N][C][=Branch1][C][=O][N-1][C][=C][C][Branch2][Ring1][Branch2][C][=N][C][Branch1][#C][C][=C][C][=C][Branch1][C][F][C][Branch1][C][F][=C][Ring1][Branch2][=N][O][Ring1][=N][=C][C][=C][Ring2][Ring1][Ring1][C][Ring2][Ring1][Branch2][=O],CC1=CC=CC=C1CN2C(=O)[N-1]C3=CC(C4=NC(C5=CC=C(F)C(F)=C5)=NO4)=CC=C3C2=O,3.036046610046238
[C][C][=C][C][=C][Branch2][Ring2][Branch2][C][=N][O][C][Branch2][Ring1][=N][C][=C][C][=C][C][Branch2][Ring1][C][O][C][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][=C][Ring1][P][=N][Ring2][Ring1][=Branch1][C][=C][Ring2][Ring1][N],C1C=CC=C2C=NOC3(C=CC=CC(OCC4=CC=C(Cl)C=C4C=C3)=N2)C=C1,6.422094910380865
[C][C][=C][C][=C][Branch2][Ring2][O][N][C][=Branch1][C][=O][C][O][C][=C][C][=C][Branch2][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C@H1][Branch1][C][C][C][C@H1][Branch1][C][C][C][Ring1][Branch2][C][=C][Ring1][P][C][=Ring2][Ring1][Ring2][C][C][=C][Ring2][Ring1][#C][C],C1C=CC=C(NC(=O)C=2OC3=CC=C(S(=O)(=O)N4C[C@H1](C)C[C@H1](C)C4)C=C3C=2)CC=C1C,3.7496004027770073
[C][C][=C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][N][Branch1][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][=C][C][=C][C][=C][Ring2][Ring1][Branch1][Ring1][=Branch1],CC=C(CC1=CC=CC=C1)C(=O)OC=C(C(=O)[O-1])N(CC2=CC=CC=C2C)C3=CC=CC=C3,2.9725060208482024
[C][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][Branch2][Ring1][Branch1][C][=N][O][C][Branch1][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][=N][Ring1][N][=C][C][=C][Ring2][Ring1][C][Ring2][Ring1][N],CCCN1C(=O)C2=CC=CC=C2SC3=CC(C4=NOC(C5=CC=C(F)C=C5)=N4)=CC=C31,2.3870621651408577
[C][C][C][C][C][O][C][=Branch1][C][=O][C][=C][Branch1][C][C][O][C][=C][C][=C][Branch2][Ring1][Branch1][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][C][C][=C][Ring2][Ring1][=Branch1][Ring2][Ring1][C],CCCCCOC(=O)C1=C(C)OC2=CC=C([N-1]S(=O)(=O)C3=CC=C(C)C=C3C)C=C12,3.1243630040078845
[C][C][C][C][=N][C][Branch2][Ring2][C][C][=C][C][=C][C][=C][C][Branch1][C][C][=C][Ring1][#Branch1][Branch2][O][C][Ring1][O][=O][=C][Ring1][#C][C][=C][C][=C][Branch1][C][C][C][Branch1][C][C][=C][Ring1][Branch2][=N][O][Ring2][Ring1][#Branch2],C1CCC=NC(C2=CC3=CC=C4C(C)=C3OC2=O)=C4NO1,4.956281955867226
[C][C][Branch1][C][C][Branch1][C][C][C][=C][C][=C][O][C][Branch2][Ring2][C][C][=C][C][=C][Branch2][Ring1][=Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2][C][=C][Ring2][Ring1][Ring1][=N][C][Ring2][Ring1][Branch2][=C][Ring2][Ring1][N],CC(C)(C1)C=CC2=COC3(C=CC=C(NC(=O)C4=CC=C([N+1](=O)[O-1])C=C4C)C3=N)C2=C1,4.645720578893709
[C][C][=C][C][=C][Branch2][Ring2][Branch2][C][=Branch1][C][=O][N][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=C][Ring1][#Branch2][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][F][C][Branch1][C][C][=C][Ring1][Branch2][C][=C][Ring2][Ring1][P],C1C=CC=C1C(=O)NC2=NC3=CC=CC=C3N=C2NS(=O)(=O)C=CC=C(F)C(C)=C,3.4374575492217074
[C][C][C][=C][S][C][=Ring1][Branch1][C@@H1][N][=C][Branch1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][C@H1][Branch1][=N][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][O-1][N][Ring2][Ring1][Branch1],CC=1C=CSC=1[C@@H1]2N=C(C3=CC=CC=C3O)C[C@H1](C4=CC(Cl)=CC=C4[O-1])N2,4.002132414426885
[C][C][=C][C][=C][Branch2][Ring2][Ring2][N][C][=N][C][Branch1][S][N][/N][=C][/C][=C][C][Branch1][C][Br][=C][C][=C][Ring1][#Branch1][O-1][=N][C][Branch1][=Branch2][N][C][C][O][C][C][Ring1][=Branch1][=N][Ring2][Ring1][#Branch2][C][=C][Ring2][Ring1][S],C1C=CC2=C(NC=NC(N/N=C/C3=CC(Br)=CC=C3[O-1])=NC(N4CCOCC4)=N2)C=C1,4.150183444006117
[C][C][C][=C][C][=C][C][Branch1][C][Cl][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][Branch1][C][Cl][=C][Ring1][N][/C][=N][/C][=C][C][=C][Branch1][=C][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][Ring1][=Branch2][C][Branch1][C][O-1][=C][Ring1][S],CCC=C1C=CC(Cl)=C([N+1](=O)[O-1])C(Cl)=C1/C=N/C2=CC=C(C3=NC4=CC=CC=C4S3)C([O-1])=C2,3.7380698295172268
[C][C][C][=C][C][=C][Branch2][Ring2][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][N][Branch2][Ring1][Ring1][C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][F][C][=N][C][Branch1][C][C][=C][C][=C][Ring1][#Branch1][C][Ring2][Ring1][C][=O][C][=C][Ring2][Ring1][P],C1CC=CC=C1S(=O)(=O)C=CN(CC(=O)NC2=CC=C(C)C=C2F)C=NC(C)=CC=C,3.8534990524396076
